id	X-Coordinate	Y-Coordinate	Z	M
731	146.21499634	-41.73170090	0	0
732	145.53999329	-41.73830032	0	0
733	145.42500305	-41.77999878	0	0
734	145.65699768	-41.77999878	0	0
735	145.43299866	-41.78170013	0	0
736	145.44200134	-41.78499985	0	0
737	145.54299927	-41.78829956	0	0
738	147.45500183	-41.79499817	0	0
739	145.42199707	-41.80329895	0	0
740	145.33299255	-41.86999893	0	0
741	145.54699707	-41.88169861	0	0
742	145.52999878	-41.89500046	0	0
743	146.72999573	-41.98170090	0	0
744	117.24120331	-30.34090042	0	0
745	146.86000061	-41.99000168	0	0
746	145.57000732	-41.99169922	0	0
747	146.73699951	-42.00830078	0	0
748	147.79699707	-42.00999832	0	0
749	146.58799744	-42.01169968	0	0
750	147.02699280	-42.07830048	0	0
751	146.48699951	-42.10169983	0	0
752	146.75999451	-42.10499954	0	0
753	146.20199585	-42.10670090	0	0
754	146.20500183	-42.12329865	0	0
755	146.53199768	-42.13669968	0	0
756	147.43699646	-42.14670181	0	0
757	146.32800293	-42.17670059	0	0
758	146.53199768	-42.18330002	0	0
759	146.47500610	-42.18999863	0	0
760	146.40199280	-42.21170044	0	0
761	147.78199768	-42.21170044	0	0
762	146.63800049	-42.21829987	0	0
763	146.39199829	-42.22999954	0	0
764	146.49499512	-42.23669815	0	0
765	146.56500244	-42.24829865	0	0
766	146.47700500	-42.25669861	0	0
767	146.25999451	-42.26829910	0	0
768	146.46200562	-42.27500153	0	0
769	146.46200562	-42.27669907	0	0
770	146.38699341	-42.29999924	0	0
771	146.40699768	-42.30670166	0	0
772	146.47000122	-42.31999969	0	0
773	146.49800110	-42.40330124	0	0
774	147.94299316	-42.45000076	0	0
775	146.59199524	-42.45169830	0	0
776	147.93200684	-42.49000168	0	0
777	147.89300537	-42.49499893	0	0
778	146.64500427	-42.50830078	0	0
779	146.67999268	-42.50830078	0	0
780	147.40299988	-42.55830002	0	0
781	147.84500122	-42.56169891	0	0
782	147.80200195	-42.58499908	0	0
783	146.84300232	-42.61169815	0	0
784	146.62500000	-42.69499969	0	0
785	147.59199524	-42.72000122	0	0
786	145.97300720	-42.73170090	0	0
787	145.98199463	-42.77830124	0	0
788	147.33500671	-42.80670166	0	0
789	147.05000305	-42.83670044	0	0
790	147.37300110	-42.84000015	0	0
791	146.57000732	-42.84669876	0	0
792	147.25300598	-42.85169983	0	0
793	147.25000000	-42.85499954	0	0
794	147.23300171	-42.86000061	0	0
795	147.29200745	-42.90499878	0	0
796	147.28799438	-42.90829849	0	0
797	147.28999329	-42.91669846	0	0
798	146.92500305	-43.02170181	0	0
799	146.29800415	-43.02330017	0	0
800	121.41660309	-29.38330078	0	0
801	146.34700012	-43.03170013	0	0
802	148.56660461	-28.04500008	0	0
803	150.93330383	-32.32500076	0	0
804	149.52000427	-37.04999924	0	0
805	153.03329468	-30.25830078	0	0
806	146.93330383	-42.11660004	0	0
807	151.50000000	-33.12500000	0	0
808	143.64830017	-37.27999878	0	0
809	138.39999390	-30.51659966	0	0
810	146.24000549	-36.52000046	0	0
811	151.24159241	-33.40000153	0	0
812	142.54159546	-37.17660141	0	0
813	147.69999695	-37.71659851	0	0
814	150.74159241	-34.23329926	0	0
815	153.17999268	-27.53000069	0	0
816	151.55000305	-33.05830002	0	0
817	152.53329468	-25.40329933	0	0
818	147.53329468	-22.70499992	0	0
819	147.52830505	-22.67830086	0	0
820	147.53329468	-22.67659950	0	0
821	148.31660461	-22.43330002	0	0
822	146.86659241	-36.75830078	0	0
823	153.00500488	-26.77829933	0	0
824	152.28829956	-24.88829994	0	0
825	152.92829895	-26.38330078	0	0
826	152.92160034	-26.57159996	0	0
827	151.73330688	-26.43659973	0	0
828	147.55659485	-22.97660065	0	0
829	116.15000153	-33.09019852	0	0
830	153.28329468	-28.04999924	0	0
831	150.47659302	-24.34830093	0	0
832	152.86659241	-26.70499992	0	0
833	152.35000610	-27.51659966	0	0
834	131.16679382	-12.96650028	0	0
835	133.00000000	-13.50000000	0	0
836	145.37199402	-17.01670074	0	0
837	128.41659546	-16.71660042	0	0
838	143.57020569	-38.00000000	0	0
839	132.81649780	-13.25380039	0	0
840	150.21710205	-26.73590088	0	0
841	141.76240540	-33.58580017	0	0
842	141.76240540	-34.45339966	0	0
843	141.71670532	-34.81880188	0	0
844	141.67100525	-38.24369812	0	0
845	131.34519958	-20.57439995	0	0
